Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
645,10495097,Pothureddy.N.S.S.Chakravarthi,"2023-06-12 16:02:43",1.37455,7,pothureddychakri
646,10479745,"Ifeanyichukwu Nwobodo","2023-06-11 20:19:07",1.37461,13,ifeanyichukwunwobodo
647,10479753,Qodirbek,"2023-06-01 09:41:40",1.37480,8,qodirbek
648,10496407,Alexey3311,"2023-06-12 17:31:08",1.37488,13,alexey3311
649,10495833,lengcuv,"2023-06-03 01:44:51",1.37497,2,lengcuv
650,10483032,K392_alpaca,"2023-06-05 09:51:31",1.37506,4,k392alpaca
651,10492317,BJBA99,"2023-06-12 18:58:50",1.37512,35,bjba99
652,10516565,"Cesare Farina Busetto","2023-06-09 15:43:12",1.37522,4,cesarefarinabusetto
653,10480503,"stepan kutkin","2023-05-30 19:46:14",1.37526,3,stepankutkin
654,10486906,OVerfit,"2023-06-02 16:24:32",1.37528,6,mahmoudadel2002
655,10476724,"[Deleted] 609de0e7-a40f-4484-b97b-f166fe6d17bf","2023-06-12 11:24:18",1.37528,22,del=2e0d5ff05ea745f7
656,10489910,"happy anina_","2023-06-06 15:51:13",1.37549,1,happyanina
657,10478924,D0ktor,"2023-06-12 14:16:59",1.37564,14,strategos2
658,10477777,ihar,"2023-06-12 20:34:27",1.37566,19,safonau
659,10493499,PeterPirog,"2023-06-04 19:50:27",1.37572,6,peterpirog
660,10488434,"Pedro Medina","2023-06-01 02:59:13",1.37620,1,pedrolmedina
661,10476958,"Gaurav Dutta","2023-06-12 10:35:55",1.37645,11,gauravduttakiit
662,10547025,"Ilyes Jaouadi","2023-06-12 23:29:26",1.37647,2,ilyesjaouadi
663,10493091,vitoros,"2023-06-01 19:30:01",1.37652,5,vitoros
664,10492928,Kanishk026,"2023-06-09 07:42:16",1.37655,12,kanishk026
665,10477902,Ranesh29,"2023-06-12 13:50:13",1.37659,19,ranesh29
666,10500188,"Adeniyi Babalola","2023-06-09 16:23:45",1.37685,5,adeniyibabalola
667,10492599,"Nedunchezhiyan ","2023-06-11 15:57:09",1.37688,7,"arvindkrme20b038,nedunchezhiyan"
668,10486468,"Manav Manoj","2023-06-06 12:39:11",1.37700,7,manavmanoj
669,10480136,Mileta,"2023-05-30 15:33:15",1.37703,1,mileta1976
670,10529572,"Sujal Neupane","2023-06-12 10:11:44",1.37706,2,neupane9sujal
671,10478982,"Sarah Serafini","2023-06-09 13:46:45",1.37706,7,sarahserafini
672,10518449,"Andrew Permyakov1990","2023-06-11 06:28:50",1.37726,18,andrewpermyakov1990
673,10481123,Daniel_Yang,"2023-06-10 04:45:00",1.37727,15,aiodine
674,10480541,Eadyn,"2023-05-31 13:36:04",1.37733,7,eadynt
675,10480033,"Mykhailo Petrushanskyi","2023-06-02 09:58:04",1.37736,15,mpetrushanskyi
676,10490936,Jagadeesh,"2023-06-12 09:50:47",1.37738,5,jaga360
677,10490561,"Supalak A.","2023-06-06 07:52:53",1.37749,9,supalaka
678,10476807,abocadobaby,"2023-06-04 12:42:21",1.37751,3,abocadobaby
679,10503643,madarshbb,"2023-06-12 17:30:42",1.37751,23,madarshbb
680,10480656,Zephyr,"2023-05-31 09:06:04",1.37754,1,wzy2002625
681,10504511,"Eslam Fouad","2023-06-06 13:56:09",1.37757,1,eslamfouad
682,10478670,"Alvin Manoj Alex","2023-06-11 13:56:56",1.37769,3,alvinmanojalex
683,10510793,"Sutlan Baizhuminov","2023-06-05 18:40:13",1.37774,1,sutlan
684,10480479,Catadanna,"2023-06-08 13:28:03",1.37776,17,catadanna
685,10496439,"Venkata Sai Chaitanya Kolliboyina","2023-06-02 13:30:25",1.37783,1,chaitanyakolliboyina
686,10501819,Michael,"2023-06-08 03:03:25",1.37784,9,infiniteboredom
687,10477159,seomj0,"2023-06-06 04:38:42",1.37787,11,seomj0
688,10527172,"sparsh saxena","2023-06-12 18:08:54",1.37801,7,sparsh3649
689,10479604,"Felipe Assuncao Magalhaes","2023-06-07 10:16:28",1.37807,19,felipecamagalhaes
690,10517060,"Elena Shushkevich","2023-06-12 20:25:55",1.37823,1,elenashushkevich
691,10484467,"Vaibhav Bajpai","2023-05-31 09:33:15",1.37830,1,vaibhavbajpai458
692,10487842,"Kaan Isik","2023-05-31 20:15:40",1.37837,3,lightningdev1
693,10544152,"Harshul Nanda","2023-06-12 20:52:53",1.37837,3,harshulnanda
694,10476701,DinCaus,"2023-06-11 10:35:03",1.37846,7,dincaus
695,10489952,O.Fathi,"2023-06-09 12:07:57",1.37857,2,ofathi
696,10483706,"Yesaya Rudolf","2023-06-08 08:41:28",1.37857,6,yesayarudolf
697,10484833,"Charles Le Bourhis","2023-06-12 13:54:54",1.37868,9,charleslebourhis
698,10476951,"Haoran Liang","2023-06-08 21:16:18",1.37889,6,haoranliang01
699,10501608,"vasu shahi","2023-06-08 10:03:23",1.37890,2,"shashanknecrothapa,vasushahi"
700,10502077,"Abubakar Abdulkadir","2023-06-04 13:25:39",1.37893,4,abubakarabdulkadir
701,10532634,Hao_ZHANG,"2023-06-12 17:40:37",1.37917,3,haozhang607
702,10477209,GUAN,"2023-06-02 05:27:58",1.37921,6,guanzengming
703,10480118,"Patrick Steffanic","2023-06-06 21:23:31",1.37921,10,steffanic
704,10539165,"Ajay Babu A","2023-06-12 18:21:09",1.37923,2,ajaybabua
705,10515987,"Ojo Olasehinde Itunu ","2023-06-09 18:27:19",1.37928,1,ojoolasehindeitunu
706,10496732,"Polovinkin Nikita","2023-06-04 07:34:14",1.37943,9,poloniki
707,10503368,JihunPark22,"2023-06-04 07:54:39",1.37959,3,jihunpark22
708,10482248,"Steve Simons","2023-06-05 13:02:44",1.37997,8,stevesimons
709,10518978,"Emir T.","2023-06-12 21:37:46",1.37999,3,emirtatlc
710,10477165,Paradise,"2023-06-06 03:23:13",1.38001,14,choirakwon
711,10487172,Satishpb,"2023-06-08 19:37:26",1.38004,9,satishpb
712,10476702,"Alberto BT","2023-06-12 20:00:30",1.38004,3,albertokaggle
713,10482319,"Alex Bostick","2023-05-31 17:33:44",1.38009,4,alexbostick
714,10529904,"Nisarg Patil","2023-06-12 14:47:17",1.38020,4,nisarg27
715,10527484,"Apri Dwi Rachmadi","2023-06-12 13:49:07",1.38035,11,aprirachmadi
716,10535710,sexypotato69,"2023-06-12 00:21:24",1.38047,14,sexypotato69
717,10488238,"Trish Cornelissen","2023-06-12 21:48:36",1.38050,18,tcspecialist
718,10481586,RFeng12,"2023-06-06 19:21:21",1.38064,6,rfeng12
719,10476920,"Robert Jeffrey","2023-05-30 02:12:09",1.38069,1,ention
720,10502357,"Sibirtsev Ivan","2023-06-06 22:14:44",1.38070,2,sibirtsevivan
721,10514524,ecrire06,"2023-06-08 05:19:07",1.38082,6,ecrire06
722,10535886,"Ahmed Ali","2023-06-11 11:04:20",1.38085,3,coinshot
723,10482747,Lwidjy,"2023-06-11 15:42:39",1.38085,13,lwidjy
724,10488282,"Marcin Świostek","2023-06-04 19:36:24",1.38088,10,marcinkamil84
725,10478856,"Ramtin Hamavar","2023-05-31 08:52:46",1.38091,4,ramtinhamavar
726,10528145,J.Yama,"2023-06-10 00:50:48",1.38105,6,junyama09143
727,10532158,Klaus,"2023-06-11 23:20:42",1.38116,7,soerendip
728,10502996,"Swastik Gorai","2023-06-08 16:36:23",1.38126,7,swastikgorai
729,10486797,"Brunette British Butler","2023-06-11 21:22:35",1.38149,1,khoatran311
730,10520639,"Penido Rafael","2023-06-11 23:13:25",1.38149,5,penidorafael
731,10506151,anupo2o1,"2023-06-06 19:34:14",1.38153,9,anupo2o1
732,10502508,"Ismail Bozoğlu","2023-06-04 00:03:14",1.38165,1,ismailbozolu
733,10481270,"Eitan Selter","2023-06-09 19:58:52",1.38171,6,eitanselter
734,10509856,DanBS,"2023-06-08 03:12:42",1.38176,2,danb2s
735,10476929,mbrosseau,"2023-06-06 21:38:59",1.38178,13,mbrosseau
736,10482940,"Jacob Callahan","2023-06-12 23:35:40",1.38182,5,jacobwcallahan
737,10496031,Morningstars,"2023-06-06 03:53:30",1.38185,14,rainingstars
738,10477750,srikresna,"2023-06-06 05:12:02",1.38197,3,srikresna
739,10515270,John,"2023-06-08 10:22:09",1.38225,1,johnleicester
740,10478693,"Sai Pavan Pilla","2023-06-01 06:18:07",1.38226,2,pillasaipavan
741,10523207,rhezheh,"2023-06-10 00:32:00",1.38228,3,makotokawabe
742,10516715,stephanemoriggi,"2023-06-07 15:35:49",1.38230,2,stephanemoriggi
743,10477574,"Nayan Pariya","2023-05-30 04:59:36",1.38240,1,nayanpariya
744,10505965,"Yash Aggarwal","2023-06-09 07:55:28",1.38247,8,ashx010
745,10484225,"Lonan Syayf","2023-06-01 14:07:55",1.38255,1,lonansyayf
746,10481488,"Abinash Boruah","2023-06-12 18:03:17",1.38262,9,kajubadaam
747,10523741,praveen,"2023-06-08 20:44:07",1.38268,1,cyborg123
748,10492309,yunhan333,"2023-06-02 17:16:30",1.38269,7,yunhan333
749,10477348,"YASH CHAWDA","2023-06-05 11:29:54",1.38279,9,yashu112
750,10507815,kuangjiaj,"2023-06-11 08:58:47",1.38293,10,kuangjiaj
751,10537696,"Ronald Swanson","2023-06-12 18:41:19",1.38314,1,ronfswanson
752,10493867,jtheol,"2023-06-04 21:56:19",1.38333,2,jtheol
753,10508045,"Loganath M","2023-06-06 10:19:45",1.38344,3,loganathm
754,10489215,"Charan Saiyesh","2023-06-01 05:05:12",1.38349,2,charansaiyesh
755,10478221,"ATHARV BHARASKAR","2023-06-06 05:17:17",1.38358,6,atharvbharaskar
756,10496365,"Frederico Augustos Oliveira Parrela","2023-06-05 01:32:33",1.38369,11,fredparrela
757,10481252,Barbagrande007,"2023-06-10 14:31:12",1.38382,7,barbagrande007
758,10496533,"Daniel Hečko","2023-06-03 13:57:42",1.38402,7,danielheko
759,10508885,"Girum Senay","2023-06-12 13:52:57",1.38404,10,girumsenay
760,10506975,"Santiago López","2023-06-09 00:18:01",1.38407,2,santiagolc
761,10492217,"Lianjie Gong","2023-06-12 18:17:35",1.38420,7,lianjiegong
762,10483489,"Soyabul Islam Lincoln","2023-06-03 16:40:18",1.38422,7,soyabulislamlincoln
763,10503924,"milos manic","2023-06-06 17:40:24",1.38432,4,milosmanic
764,10536706,Steinfrost,"2023-06-12 20:06:18",1.38455,1,bhargavnath9436
765,10484685,Alexdruso,"2023-06-06 14:15:44",1.38460,4,alessandrosanvito
766,10491636,"Dedy Wjakson","2023-06-12 12:51:54",1.38465,2,dedywjakson
767,10481779,Hemanth,"2023-06-01 20:18:05",1.38469,2,hemanthrajg
768,10499069,"Joseph DePalo","2023-06-05 14:23:08",1.38470,2,josephdepalo
769,10476828,"Ashutosh Ojha","2023-05-30 04:03:01",1.38470,2,ashutoshojha
770,10513019,"David Bryan","2023-06-09 04:04:47",1.38480,4,davidcode1
771,10477258,"Bret Mathyer","2023-06-07 04:13:10",1.38488,28,bretmathyer
772,10540029,robbylew,"2023-06-12 06:53:52",1.38491,1,robbylew
773,10478731,JY,"2023-06-02 08:19:26",1.38493,3,jimmyyeung
774,10488016,"Nick Gorichs","2023-06-01 02:23:55",1.38523,1,filipinogambino
775,10540056,"[Deleted] c2ef2499-0d00-40f0-a834-2fd699f3ee6d","2023-06-12 21:10:48",1.38538,1,del=3fa037695e886292
776,10479968,mirudora,"2023-06-11 13:56:23",1.38551,25,mirudora
777,10481629,Lev_Lev,"2023-06-07 18:16:13",1.38561,2,levvvvv
778,10479572,Pebble,"2023-06-12 08:27:50",1.38564,1,waishingl
779,10516624,Sharzab,"2023-06-08 19:20:16",1.38586,9,"gourishdas,noamchomsky"
780,10528874,"Snehal Gamit","2023-06-12 05:23:58",1.38589,9,snehalgamit
781,10523976,"Yashvardhan Thakker","2023-06-09 17:05:40",1.38597,1,yashvardhanthakker
782,10498139,"Maximilian Balmus","2023-06-06 14:54:29",1.38602,1,maximilianbalmus
783,10502881,"Ashwani Siwach","2023-06-06 05:17:37",1.38626,7,starsiwach
784,10477094,Stax,"2023-05-31 05:56:37",1.38632,6,bigstax
785,10488123,"Amir Bralin","2023-06-12 20:02:18",1.38640,1,amirbralin
786,10482236,"Varun Guttikonda","2023-06-12 17:53:46",1.38645,8,varunguttikonda
787,10483196,sbdjdr,"2023-06-02 02:08:50",1.38648,7,sbdjdr
788,10497950,XC7788,"2023-06-12 19:43:13",1.38652,1,xc7788
789,10515597,"Dhruv Pan","2023-06-07 11:23:28",1.38659,1,dhruvpan
790,10516791,mdoroch,"2023-06-06 20:28:47",1.38711,1,mdoroch
791,10499652,"Suranjan Das","2023-06-04 06:55:06",1.38721,2,suranjandas1990
792,10487653,"Bassem khanji","2023-06-12 14:21:17",1.38734,20,bkhanji
793,10531489,"Jesse Klug","2023-06-11 17:44:36",1.38737,4,jesseklug
794,10504067,villivonkka,"2023-06-04 14:25:41",1.38764,5,villivonkka
795,10526244,FEBRIO,"2023-06-10 11:27:38",1.38787,8,presidiumiiifebrio
796,10502087,Spike8086,"2023-06-09 00:22:10",1.38815,26,spike8086
797,10497479,Norisak,"2023-06-12 17:05:38",1.38819,5,norisak
798,10536121,"[Deleted] 621c891c-f4ac-4da5-a9ea-d3a1834ecd91","2023-06-12 20:27:14",1.38877,4,del=5af88f2a9de2b743
799,10528858,Ashwanth,"2023-06-10 02:42:31",1.38889,3,muisongoku
800,10492995,Mted223,"2023-06-06 00:27:44",1.38893,15,mted223
801,10527122,KH!,"2023-06-10 07:38:36",1.38903,3,kheireddineattala
802,10518922,Kevin,"2023-06-11 18:29:55",1.38913,3,kevinlkkl
803,10527421,BinaryStar91,"2023-06-08 19:53:47",1.38919,1,binarystar91
804,10502490,"Sukhvir Singh","2023-06-03 22:18:30",1.38934,2,sukhvirsingh
805,10499573,"sulav shrestha","2023-06-11 06:06:38",1.38985,3,sulavshrestha007
806,10483388,"Lt. Cmdr. Data","2023-06-02 00:51:14",1.38994,7,jlparkinson1
807,10494597,"Bhargav N Choithwani","2023-06-12 18:36:25",1.39017,9,bhargav1997
808,10489251,"Page Guo","2023-06-07 05:38:33",1.39043,7,pageguo
809,10514903,Shrike2005,"2023-06-07 10:51:17",1.39050,3,shrike2005
810,10493200,ClapClapClap,"2023-06-06 23:02:31",1.39070,5,aldggr
811,10488871,"Sehjad Khoja","2023-06-06 00:29:28",1.39083,12,sehjadkhoja
812,10501057,"İlyas Demir","2023-06-04 12:10:49",1.39109,4,lyasdemir
813,10542839,"Ivan Razvensky","2023-06-12 18:09:21",1.39127,5,busfighter
814,10538456,"ARJUN AADITIYAA S","2023-06-11 18:29:50",1.39136,1,arjunaaditiyaas
815,10496158,Srinidhidevaraj,"2023-06-10 08:37:03",1.39144,2,srinidhidevaraj
816,10488302,toss,"2023-06-03 13:12:39",1.39148,5,yuu43zu
817,10511448,TriDev,"2023-06-06 18:57:23",1.39151,5,"iitm21f2000747,nishkarshs"
818,10481939,TrueO'Mitchell,"2023-05-30 20:51:37",1.39164,1,trueomitchell
819,10544663,"Nags Data","2023-06-12 21:34:42",1.39169,5,nagsdata
820,10485954,"[Deleted] 2460de00-003a-4f88-9f04-5ed82118788a","2023-05-31 20:18:55",1.39172,1,del=278a843a5826051f
821,10480225,RAJESH_kGL,"2023-06-11 22:32:59",1.39230,11,rajeshkgl
822,10485588,"SWAROOP H","2023-06-12 17:27:58",1.39232,2,swarooph
823,10524654,"Shen Hsun Liao","2023-06-11 07:12:21",1.39245,1,shenhsunliao
824,10537226,Kei9_9n,"2023-06-12 00:47:49",1.39302,5,keisukenakashima
825,10500153,KKnyaag,"2023-06-12 06:00:29",1.39310,8,kknyaag
826,10481352,Nikhil029,"2023-06-11 05:25:20",1.39324,12,nikhil029
827,10489895,"Akshay Hedau","2023-06-12 15:09:44",1.39334,6,akshayhedau
828,10510608,"Bùi Hồng Nhật","2023-06-06 17:12:38",1.39349,2,nhatbui97
829,10526000,ZhuoMao,"2023-06-08 13:28:00",1.39387,1,zhuomao
830,10490559,"Amer Mandour","2023-06-09 14:18:14",1.39389,1,amermandour
831,10512098,"Rostom CHARNI","2023-06-07 20:33:25",1.39394,8,rostomcharni
832,10507904,Suraj,"2023-06-10 08:12:06",1.39410,7,surajsinha10
833,10493507,"Henry Wetton","2023-06-06 14:02:31",1.39412,4,henrywetton
834,10502367,"Diljit Singh","2023-06-04 23:36:59",1.39427,3,digitsingh
835,10518632,"Balashanmugam .M","2023-06-08 09:48:39",1.39448,5,balashanmugam2002
836,10525517,Kiankii_,"2023-06-12 10:42:45",1.39453,8,kiankii
837,10520463,"Vasanth Dhanagopal","2023-06-12 04:44:27",1.39464,4,vasanth03
838,10492642,Mohit3555,"2023-06-03 14:11:33",1.39470,12,mohit3555
839,10502989,JOJI05,"2023-06-05 15:14:09",1.39474,1,joji05
840,10495003,"Omer Cerebumatica","2023-06-02 16:46:11",1.39488,1,omercerebumatica
841,10484462,ljt091,"2023-06-02 12:38:36",1.39497,2,ljt091
842,10486267,"Florian Millet","2023-06-07 14:48:54",1.39502,2,oumbguet
843,10485966,mkfarazzz,"2023-06-04 10:57:31",1.39516,2,mkfarazzz
844,10490259,"Yannis Oudghiri","2023-06-12 16:36:38",1.39519,20,yannisoudghiri
845,10527087,"Advitiya Brijesh","2023-06-10 10:54:59",1.39533,8,advitiyabrijesh
846,10514464,"Jeremy Rita","2023-06-09 08:15:59",1.39536,7,jeremyrita
847,10518254,Kagome266jp,"2023-06-07 12:47:57",1.39567,1,yasuyukiokamoto2
848,10524685,彩虹小馬,"2023-06-09 01:38:08",1.39617,6,unicorn44739
849,10532969,yuidao,"2023-06-11 13:10:05",1.39640,5,yuidao
850,10530100,"Pavan Pyla","2023-06-09 11:09:27",1.39686,5,pavanpyla
851,10519346,ajia,"2023-06-07 08:45:58",1.39707,1,homejj
852,10515062,"Josue Bautista","2023-06-11 20:00:13",1.39716,7,josuebautista
853,10524174,"utkarsh Singh121","2023-06-10 21:21:19",1.39718,4,utkarshsingh121
854,10526459,SubhenduRanjanMishra,"2023-06-09 05:20:52",1.39726,3,subhendu
855,10483407,silentdog,"2023-05-31 06:27:25",1.39736,2,silentdog
856,10490206,"Amir Zare","2023-06-02 14:17:47",1.39741,6,amizarmo
857,10516045,"NINAD AITHAL","2023-06-10 16:43:16",1.39759,1,ninadaithal
858,10503959,ainj_hamn526,"2023-06-04 13:12:45",1.39782,2,ainjhamn526
859,10487996,"Aram Barseghyan","2023-06-12 14:47:59",1.39787,1,arambarseghyan
860,10478823,"Matey Nedyalkov","2023-06-05 08:19:07",1.39822,5,mateynedyalkov
861,10509945,vcncolin,"2023-06-07 11:40:37",1.39826,6,vcncolin
862,10527108,"Rishi Kandimalla","2023-06-08 21:44:29",1.39833,4,rishikandimalla
863,10533153,hirmur,"2023-06-10 11:23:01",1.39834,2,hirmur
864,10484168,"Abdukhoshim Tojiboev","2023-06-06 07:38:50",1.39836,2,taf1404
865,10489085,"Jason Chow","2023-06-01 06:40:08",1.39841,1,chowfan
866,10477852,"Srivas S me20b175","2023-06-12 12:22:00",1.39848,14,srivassme20b175
867,10491883,AIMLites,"2023-06-12 08:50:58",1.39853,5,"kedareeshwarsekar,mukish"
868,10481409,Anan,"2023-06-01 07:12:53",1.39863,5,anan0729
869,10502915,chuansj,"2023-06-10 14:46:36",1.39904,10,chuansj
870,10510861,"Mickey Couvertier","2023-06-06 21:53:16",1.39913,4,mickeycouvertier
871,10484829,"Valentino Behret","2023-05-31 20:11:46",1.39929,4,valentinobehret
872,10540000,"Faizan Khawar","2023-06-12 00:01:25",1.39950,4,faizankhawer
873,10492361,Bastien,"2023-06-01 19:27:57",1.39957,1,bastienpouessel
874,10494770,"Gargi Vipat","2023-06-05 08:41:10",1.39958,1,gargivipat
875,10495068,"Guru Sarath T","2023-06-04 00:19:11",1.39964,7,gurusarath1
876,10537557,"Matías Ferrín","2023-06-11 12:52:44",1.39969,2,matasferrn
877,10533889,"Tara Prasad Pandey","2023-06-12 16:42:00",1.39971,5,scodepy
878,10512460,MattRP,"2023-06-08 16:49:04",1.39974,1,mattrp
879,10480967,"Phong Nguyen","2023-05-31 18:04:55",1.39990,2,phongnguyen1
880,10531685,"zakie khan","2023-06-12 05:17:58",1.39997,6,zakiekhan
881,10530726,Çağan,"2023-06-10 13:32:57",1.40024,1,cagannn
882,10484916,AlanShmyga,"2023-06-12 14:55:22",1.40036,4,alanshmyga
883,10478262,"Davis Nyagami","2023-06-12 00:31:01",1.40041,2,nyagami
884,10536460,"Ryan Susman","2023-06-11 16:58:20",1.40047,5,darkmatter2222
885,10479352,Jano123,"2023-06-01 11:28:31",1.40070,5,jano123
886,10482629,Riley0_o,"2023-06-05 19:26:46",1.40070,2,riley0o
887,10505740,"Trusha Talati","2023-06-05 05:41:30",1.40094,1,trushatalati
888,10487436,"Nico Barea","2023-06-03 11:09:46",1.40104,1,nicobarea
889,10486195,Guri,"2023-06-07 09:43:26",1.40110,5,gurpreetmeelu
890,10522843,"mahmoud said","2023-06-09 15:11:06",1.40127,3,msaoudallah123
891,10480213,"Feng Zhuo","2023-06-10 13:43:26",1.40139,12,zhuo0710
892,10489845,"Swinal Waghmare","2023-06-08 18:07:41",1.40141,8,swinalwaghmare
893,10517583,"Tim Ryall","2023-06-12 02:48:34",1.40152,3,timryall
894,10479556,"VAISHNAVI MUDALIAR","2023-06-09 08:20:28",1.40159,4,vaish1311
895,10476765,KenjiF,"2023-06-12 18:49:10",1.40170,6,kenjif
896,10477711,Ashish,"2023-06-09 05:30:10",1.40176,10,averma111
897,10496835,"Ridwan Akmal","2023-06-03 01:06:14",1.40176,1,ridwanakmal
898,10517378,"Eren Özkan","2023-06-10 10:29:42",1.40184,5,metlnfoor
899,10485505,AIGetsWild,"2023-06-12 17:28:56",1.40194,4,aigetswild
900,10478401,zzp1234,"2023-05-30 09:36:13",1.40200,3,zzp1234
901,10498740,"sawsan shakir","2023-06-12 23:15:44",1.40209,6,sawsanshakir
902,10514354,"chen ear","2023-06-11 07:39:52",1.40212,5,chenear
903,10537916,bsenst,"2023-06-11 19:10:58",1.40230,4,bnzn261029
904,10476819,"Samarth Agarwal","2023-06-01 03:41:33",1.40240,3,newdatasc
905,10488419,"Jonathan Nguyen","2023-06-01 02:20:35",1.40273,1,jnguyen1991
906,10529107,Prashant_ach,"2023-06-12 07:17:45",1.40276,5,prashantach
907,10490273,"Varad M Latkar","2023-06-08 06:59:03",1.40281,1,varadmlatkar
908,10485506,"Bibek Chalise","2023-06-06 11:48:58",1.40290,8,bibekchalise
909,10479923,"Ogwal Odyek","2023-05-30 12:25:23",1.40290,1,ogwalakello
910,10537413,Anton_5asiljev,"2023-06-11 12:16:29",1.40294,2,anton5asiljev
911,10502754,"Daniel Zhu","2023-06-05 15:34:38",1.40295,4,techgeek101
912,10495772,JavaScript996,"2023-06-03 06:43:19",1.40296,1,javascript996
913,10511701,"Sohail Ahmed","2023-06-07 20:35:57",1.40297,1,datascientistsohail
914,10491905,"Richa More","2023-06-03 08:54:57",1.40316,1,richamore
915,10476695,ConorD,"2023-06-01 23:03:00",1.40316,3,cjd1989
916,10508356,"Pranav Gautam","2023-06-05 15:34:53",1.40329,1,pranavgautam29
917,10490771,"Monika Battula","2023-06-07 16:38:38",1.40343,1,monikabattula
918,10478175,"Samuel Tadala","2023-06-12 12:05:14",1.40354,15,samueltadala
919,10524516,"Sion Kim","2023-06-09 00:04:26",1.40362,1,sionkim2
920,10494954,gk,"2023-06-03 07:20:51",1.40366,9,kaalhar
921,10483765,Ciqi,"2023-06-07 09:39:50",1.40396,5,chiaki11
922,10508824,"Pagolu Jagadish","2023-06-09 10:04:10",1.40407,12,pagolujagadish
923,10536732,"eric leonen","2023-06-12 05:04:09",1.40426,4,ericleonen
924,10485332,"Saomya Srishti Horo","2023-06-05 20:35:14",1.40445,12,saomyasrishtihoro
925,10477737,"Giancarlo Marcolin","2023-06-12 04:46:46",1.40450,12,giancarlomarcolin
926,10497782,"Delikan Sapmaz","2023-06-05 21:26:25",1.40456,6,delikansapmaz
927,10489736,"Shamik Rana","2023-06-01 10:20:40",1.40491,1,shamikrana
928,10544712,tueda,"2023-06-12 22:10:49",1.40491,2,tueda80
929,10479231,"Grigory Kovtun","2023-05-30 09:26:47",1.40495,1,mrgrigorii
930,10505570,Owari,"2023-06-12 21:22:27",1.40517,4,cuteowari
931,10535969,"Priyansh K Singh","2023-06-11 11:16:27",1.40523,4,priyanshksingh
932,10521329,"Yogamurti Sutanto","2023-06-12 11:03:49",1.40526,9,yogamurtisutanto
933,10517623,"Farros Alferro","2023-06-09 02:42:57",1.40537,3,farrosalferro
934,10521926,"[Deleted] bd8d4d30-77af-4270-9290-123c37a30ff8","2023-06-07 17:24:47",1.40551,5,del=696fc64683d6ba71
935,10477618,"SANDEEP KUMAR","2023-06-10 06:58:48",1.40551,20,san2deep
936,10478612,"Natarajan Lalgudi","2023-06-01 04:18:35",1.40556,3,natarajanlalgudi
937,10486340,stpete_ishii,"2023-05-31 14:20:23",1.40574,1,stpeteishii
938,10501515,KrishnaSandeep@2002,"2023-06-06 06:25:08",1.40578,3,krishnasandeep2002
939,10495683,JoshGold29,"2023-06-02 21:34:07",1.40585,4,joshgold29
940,10525196,"Varun Sampath Kumar","2023-06-12 10:29:54",1.40587,5,varunsampathkumar
941,10511178,vdishw,"2023-06-11 18:08:14",1.40587,3,vdishw
942,10492234,"José Ángel Bejarano Vázquez","2023-06-06 22:22:30",1.40598,1,jabeva99
943,10493116,VantakulaSatyakiran,"2023-06-07 03:58:29",1.40624,18,satyakiranv
944,10527952,"Frank Villafuerte","2023-06-09 05:47:22",1.40631,3,jhonwickg
945,10491922,VineetK.x,"2023-06-01 16:17:39",1.40639,1,vineetkx
946,10524886,"Ross Erskine","2023-06-12 20:25:56",1.40646,4,roscopikotrain
947,10526722,"Benedito Neto","2023-06-11 20:38:16",1.40669,10,beneditoneto
948,10483737,"Christi Lee","2023-06-09 03:41:44",1.40679,1,christilee
949,10498189,"Nilay Thakor","2023-06-09 03:49:38",1.40683,1,nilaythakor
950,10506986,josephfly,"2023-06-08 23:56:25",1.40686,1,josephfly
951,10484260,"Mikhail Zuev","2023-06-05 04:34:04",1.40696,2,mikhailzuev
952,10478572,Nikel_Chieh,"2023-06-06 05:22:13",1.40700,3,nikelchieh
953,10479204,Rengar,"2023-05-31 02:54:08",1.40706,5,rengarwang
954,10476830,"gabriel buchhorn","2023-05-30 13:30:27",1.40706,4,gabrielbuchhorn
955,10492079,"L. Alexander W.","2023-06-01 16:45:05",1.40706,2,lalexanderw
956,10509863,Jotaro,"2023-06-05 15:26:06",1.40706,3,jotaro
957,10526406,"Bruce Chuang","2023-06-08 14:50:43",1.40722,2,r08521606
958,10512451,"Shawn Michael","2023-06-06 07:37:57",1.40730,4,shawnmichael
959,10528029,"Frances Okolo","2023-06-08 23:38:59",1.40730,3,franceso
960,10500163,ohtoai_a,"2023-06-08 09:45:18",1.40741,7,ohtoaia
961,10502148,OneCodeMan,"2023-06-05 17:49:12",1.40746,4,satyasavith
962,10477319,"Rafi Darmawan 🃏","2023-05-31 18:18:23",1.40748,3,drmwnnrafi
963,10494851,"Sundar Raj Godina","2023-06-03 09:40:48",1.40762,7,sundarrajgodina
964,10497608,Kase1106,"2023-06-11 20:58:51",1.40774,2,kase1106
965,10491866,uralswagg,"2023-06-08 11:19:01",1.40777,5,uralswagg
966,10482281,NinjaInDS,"2023-06-02 22:53:26",1.40782,5,ninjainds
967,10481072,JohananOA,"2023-06-09 19:56:04",1.40784,2,johananoa
968,10487750,"Bradley Goins","2023-06-01 19:41:18",1.40792,1,brgoinschem
969,10488460,"Imran Ture","2023-06-01 19:48:03",1.40805,3,imranture
970,10505182,patataris,"2023-06-04 18:15:53",1.40811,2,patataris
